Rel_ID,Node_ID,Rel_start_time,Rel_scheduled_end_time,Rel_actual_end_time,Rel_type (0 = TRANSITORY; 1 = INFORMAL; 2 = MARITAL; 3 = COMMERCIAL),Is_rel_outside_PFA,male_ID,female_ID,male_age,female_age,num_total_coital_acts,Termination_Reason
277,1,6132,7043.82,7049,0,F,52,79,42.5707,21.9046,298,BROKEUP
290,1,6706,7067.79,7070,1,F,62,96,42.8938,46.9053,111,BROKEUP
294,1,6811,7120.59,7126,0,F,4,24,50.6745,22.8867,110,BROKEUP
298,1,6993,7221.1,7224,0,F,33,66,44.8804,45.0386,80,BROKEUP
308,1,7175,7224.35,7231,0,F,81,84,51.2937,45.5632,10,BROKEUP
307,1,7154,7231.06,7238,0,F,48,16,24.6061,24.2197,39,BROKEUP
282,1,6279,7258.13,7259,0,F,56,43,46.8647,44.0834,279,BROKEUP
309,1,7210,7258.47,7259,0,F,73,100,20.8767,32.5752,21,BROKEUP
301,1,7056,7298.19,7301,0,F,68,49,38.0319,39.6954,63,BROKEUP
299,1,7000,7326.83,7329,0,F,85,99,51.0206,47.9532,109,BROKEUP
297,1,6965,7359.4,7364,0,F,23,31,27.5184,32.4521,133,BROKEUP
300,1,7028,7424.06,7427,0,F,18,27,29.3496,32.8085,132,BROKEUP
293,1,6790,7437.45,7441,1,F,92,108,25.9416,16.589,188,BROKEUP
228,1,4977,9774.56,7455,2,F,101,60,55.0016,38.8904,817,PARTNER_DIED
317,1,7385,7508.23,7511,0,F,48,58,25.354,42.4857,45,BROKEUP
305,1,7105,7522.09,7525,0,F,72,41,29.1164,29.8103,129,BROKEUP
304,1,7105,7592.18,7595,0,F,38,39,51.7236,48.8262,153,BROKEUP
313,1,7329,7640.58,7644,0,F,33,107,46.0311,17.9699,108,BROKEUP
315,1,7350,7701.34,7707,0,F,21,37,46.3178,35.4809,108,BROKEUP
289,1,6678,7720.04,7721,0,F,59,14,31.1089,49.5813,310,BROKEUP
316,1,7357,7759.93,7763,0,F,56,83,48.2456,27.1982,133,BROKEUP
325,1,7742,7782.45,7784,0,F,106,95,18.4493,35.3092,17,BROKEUP
326,1,7777,7798.19,7805,0,F,38,96,52.2989,48.919,8,BROKEUP
284,1,6419,21147.3,7812,2,F,15,90,42.1124,55.0081,453,PARTNER_DIED
320,1,7532,7850.08,7854,0,F,110,6,16.8,38.7568,119,BROKEUP
327,1,7784,7877.5,7882,0,F,72,16,30.0945,25.9841,32,BROKEUP
302,1,7070,7892.66,7896,1,F,104,36,19.7918,44.5374,281,BROKEUP
303,1,7070,7999.91,7896,1,F,17,69,55.0021,40.9869,295,PARTNER_DIED
295,1,6853,7926.33,7931,1,F,44,105,46.6703,19.5425,310,BROKEUP
328,1,7875,7946.74,7952,0,F,106,84,18.9096,47.5385,27,BROKEUP
323,1,7665,7961.84,7966,0,F,102,54,21.4603,34.5495,86,BROKEUP
324,1,7707,7962.4,7966,0,F,26,67,37.6164,40.6864,86,BROKEUP
312,1,7280,7997.14,8001,1,F,30,100,23.0166,34.6081,247,BROKEUP
329,1,7938,8388.41,8036,1,F,12,69,55.0093,41.3704,41,PARTNER_DIED
330,1,7959,8042.46,8043,0,F,59,43,31.9911,46.2313,24,BROKEUP
333,1,8043,8123.61,8127,0,F,102,66,21.9014,47.5126,26,BROKEUP
337,1,8106,8144.71,8148,0,F,38,109,53.2386,18.2,12,BROKEUP
338,1,8183,8225.81,8232,0,F,15,108,43.2439,18.7562,23,BROKEUP
335,1,8078,8233.86,8239,0,F,59,99,32.528,50.4464,49,BROKEUP
319,1,7518,8241.33,8246,1,F,35,58,23.5639,44.4994,222,BROKEUP
306,1,7133,8249.66,8253,1,F,63,24,40.7255,25.9743,368,BROKEUP
322,1,7637,8341.63,8344,0,F,68,79,40.8894,25.4525,229,BROKEUP
334,1,8057,8391.08,8393,0,F,106,49,20.1178,42.6871,112,BROKEUP
343,1,8309,8395.97,8400,0,F,110,39,18.2959,51.0316,38,BROKEUP
318,1,7441,8400.31,8407,1,F,29,27,27.5317,35.4935,328,BROKEUP
321,1,7560,8459.1,8463,1,F,103,60,21.9589,41.652,273,BROKEUP
342,1,8260,8468.61,8470,0,F,21,41,48.4082,32.3994,74,BROKEUP
340,1,8232,9530.9,8582,1,F,81,108,55.0142,19.7151,116,PARTNER_DIED
331,1,7973,8583,8589,1,F,97,67,51.2336,42.3933,207,BROKEUP
345,1,8456,8582.21,8589,0,F,110,37,18.8137,37.8973,52,BROKEUP
349,1,8589,8607.33,8610,0,F,15,6,44.2795,40.828,8,BROKEUP
336,1,8085,8772.55,8778,1,F,57,69,32.0733,43.4033,200,BROKEUP
339,1,8183,9108.34,8778,1,F,85,109,55.0097,19.9452,220,PARTNER_DIED
351,1,8624,8784.96,8785,0,F,35,14,25.0407,52.4964,64,BROKEUP
332,1,7980,8794.31,8799,1,F,52,105,47.3652,21.9205,280,BROKEUP
347,1,8477,8813.55,8820,0,F,112,95,17.9507,38.1475,113,BROKEUP
352,1,8715,8949.03,8953,0,F,103,83,23.3014,30.4584,78,BROKEUP
353,1,8806,8969.09,8974,1,F,18,14,33.588,53.0142,59,BROKEUP
310,1,7245,11076.3,9002,2,F,70,93,33.1876,55.0084,611,PARTNER_DIED
96,1,1715,11210.3,9044,2,F,55,76,39.8989,55.0008,2472,PARTNER_DIED
350,1,8617,9057,9058,1,F,98,6,48.8602,42.0554,164,BROKEUP
360,1,9037,9057.7,9058,0,F,35,54,25.7886,37.5412,8,BROKEUP
346,1,8456,9145.71,9149,1,F,92,27,30.6211,37.5264,246,BROKEUP
314,1,7329,9815.16,9191,2,F,78,61,49.2808,55.0184,641,PARTNER_DIED
341,1,8253,9211.27,9212,1,F,40,58,32.3563,47.146,284,BROKEUP
274,1,6083,9232.22,9233,2,F,42,82,26.6721,47.0991,1037,BROKEUP
362,1,9149,9232.85,9233,0,F,35,66,26.2681,50.5427,24,BROKEUP
355,1,8904,9305.04,9310,0,F,26,36,41.2986,48.4113,118,BROKEUP
348,1,8533,9320.03,9324,1,F,48,113,30.3211,19.063,244,BROKEUP
364,1,9198,9326.17,9331,0,F,55,24,40.666,28.9278,45,BROKEUP
356,1,8932,9379.79,9380,0,F,68,100,43.7278,38.3862,144,BROKEUP
344,1,8386,9383.41,9387,0,F,59,107,35.6732,22.7452,343,BROKEUP
363,1,9191,9434.25,9436,0,F,15,99,46.5426,53.7258,89,BROKEUP
369,1,9345,9434.28,9436,0,F,57,60,33.8761,44.3178,34,BROKEUP
368,1,9331,9456.06,9457,0,F,40,41,33.0276,35.1035,42,BROKEUP
357,1,8974,9509.36,9513,0,F,112,84,19.8493,51.8153,199,BROKEUP
366,1,9275,9564.35,9569,0,F,33,49,51.3051,45.9091,104,BROKEUP
358,1,9002,9611.65,9618,0,F,110,16,21.6329,30.7402,193,BROKEUP
372,1,9520,9628.69,9632,0,F,42,67,27.7653,45.2508,42,BROKEUP
365,1,9240,9654.08,9660,1,F,56,66,53.4428,51.7126,147,BROKEUP
361,1,9128,9665.28,9667,0,F,98,43,50.5287,50.6806,165,BROKEUP
379,1,9660,10321.7,9695,0,F,112,14,20.3671,55.0087,25,PARTNER_DIED
370,1,9352,9726.68,9730,1,F,104,24,24.8164,30.0209,138,BROKEUP
381,1,9688,9738.45,9744,0,F,110,54,21.9781,39.4207,15,BROKEUP
373,1,9541,9767.71,9772,0,F,68,108,44.8017,22.9753,76,BROKEUP
377,1,9639,9770.59,9772,0,F,70,105,35.278,24.5863,39,BROKEUP
380,1,9667,9767.77,9772,0,F,33,6,51.8613,44.0116,31,BROKEUP
374,1,9562,9813.87,9814,0,F,35,37,27.8598,41.2535,74,BROKEUP
371,1,9499,10489,9842,0,F,97,39,54.6664,55.0015,122,PARTNER_DIED
375,1,9576,9843.86,9849,0,F,103,109,25.7562,22.8603,80,BROKEUP
382,1,9730,9848.26,9849,0,F,104,27,25.1425,39.4442,43,BROKEUP
386,1,9821,9858.41,9863,0,F,115,82,19.8493,48.8251,11,BROKEUP
390,1,9898,9918.12,9898,0,F,98,99,51.1615,55.0108,1,PARTNER_DIED
387,1,9863,10000.9,9961,0,F,97,58,55.0116,49.2172,38,PARTNER_DIED
367,1,9317,9963.38,9968,1,F,111,36,21.863,50.2141,214,BROKEUP
391,1,9968,9989.17,9996,0,F,48,60,32.1622,45.852,13,BROKEUP
389,1,9898,9997.7,10003,0,F,112,113,21.1918,20.9233,24,BROKEUP
376,1,9625,13686.9,10024,2,F,55,96,42.5838,55.0176,146,PARTNER_DIED
378,1,9646,10043.8,10045,0,F,114,83,20.3863,33.4502,137,BROKEUP
394,1,10052,10189.6,10192,0,F,112,84,21.7096,53.6755,48,BROKEUP
401,1,10220,10423.8,10227,0,F,56,43,55.0154,52.234,6,PARTNER_DIED
399,1,10192,10253.9,10255,0,F,104,100,26.2548,40.7834,21,BROKEUP
395,1,10052,10263.3,10269,0,F,33,41,53.2229,37.3281,64,BROKEUP
392,1,10003,10285.5,10290,0,F,15,107,48.8823,25.2192,121,BROKEUP
354,1,8869,10323,10325,1,F,73,95,29.2767,42.2708,463,BROKEUP
405,1,10269,10359.5,10360,0,F,42,37,29.7598,42.7494,27,BROKEUP
384,1,9807,10420.2,10423,1,F,44,105,53.4977,26.3699,186,BROKEUP
407,1,10353,10437.3,10444,0,F,33,82,53.7024,50.4169,34,BROKEUP
397,1,10059,10448,10451,1,F,106,83,25.7562,34.5626,164,BROKEUP
404,1,10234,10473.8,10479,0,F,114,24,21.5753,32.073,51,BROKEUP
403,1,10227,10587.1,10591,0,F,119,108,18.6603,25.2192,112,BROKEUP
412,1,10479,10629.3,10633,0,F,114,60,21.9973,47.5972,55,BROKEUP
402,1,10220,10652,10654,0,F,98,118,53.2328,19.6192,151,BROKEUP
400,1,10220,10659.5,10661,0,F,35,16,30.1804,33.5978,136,BROKEUP
414,1,10542,11056,10675,0,F,68,84,47.2949,55.018,48,PARTNER_DIED
410,1,10465,10684,10689,0,F,111,58,23.8384,51.1926,71,BROKEUP
398,1,10101,10705.8,10710,0,F,70,49,37.8479,49.0351,187,BROKEUP
396,1,10059,10780.2,10787,1,F,30,113,30.6495,23.0712,206,BROKEUP
393,1,10038,10845.1,10850,1,F,102,6,29.3616,46.965,257,BROKEUP
385,1,9807,11156,10857,1,F,23,66,37.1075,55.0112,351,PARTNER_DIED
408,1,10360,10870,10871,0,F,73,109,30.7726,25.6603,178,BROKEUP
416,1,10605,10865.2,10871,0,F,117,100,20.2712,42.4711,91,BROKEUP
417,1,10633,11094.9,10871,1,F,21,108,55.0055,25.9863,71,PARTNER_DIED
202,1,4151,10873.1,10878,2,F,34,77,45.456,46.3088,2243,BROKEUP
422,1,10773,10876.2,10878,0,F,33,83,54.8914,35.7324,30,BROKEUP
415,1,10549,10882.2,10885,0,F,103,43,28.5945,54.0176,120,BROKEUP
424,1,10794,10881.8,10885,0,F,111,24,24.3753,33.1853,28,BROKEUP
383,1,9744,10898.1,10899,1,F,63,54,47.9748,42.5851,344,BROKEUP
427,1,10899,10910.2,10913,0,F,111,121,24.4521,17.989,3,BROKEUP
430,1,10976,11007.1,11011,0,F,111,118,24.7205,20.5973,6,BROKEUP
420,1,10717,11021.8,11025,0,F,35,95,31.1776,44.1886,87,BROKEUP
423,1,10780,11069.3,11074,0,F,112,37,24.126,44.7056,93,BROKEUP
429,1,10976,11108.3,11109,0,F,104,16,28.5945,34.8252,48,BROKEUP
388,1,9863,11111,11116,1,F,29,27,34.9536,42.9154,436,BROKEUP
411,1,10465,11134.9,11137,1,F,78,82,54.6123,52.3155,213,BROKEUP
409,1,10430,11151.9,11158,1,F,116,105,22.074,28.3836,249,BROKEUP
438,1,11137,11158,11165,0,F,123,108,16.2247,26.7918,8,BROKEUP
435,1,11060,11189.5,11193,0,F,70,6,39.1712,47.9047,40,BROKEUP
406,1,10269,11200.3,11207,1,F,72,41,39.2041,39.898,316,BROKEUP
413,1,10493,11200.3,11207,0,F,110,36,25.9863,53.6086,242,BROKEUP
437,1,11116,11240.4,11242,0,F,18,100,39.8017,43.4875,44,BROKEUP
428,1,10913,11910.1,11242,1,F,26,43,46.6109,55.0149,118,PARTNER_DIED
419,1,10689,18811.6,11298,2,F,98,79,55.0163,33.5648,197,PARTNER_DIED
433,1,11004,11320.6,11326,0,F,23,113,38.3732,24.5479,100,BROKEUP
431,1,10983,11329.8,11333,1,F,59,24,41.0048,34.4127,122,BROKEUP
311,1,7259,13208.7,11347,2,F,62,94,54.6308,55.0186,1343,PARTNER_DIED
432,1,11004,11396.6,11403,0,F,119,49,20.8849,50.9337,111,BROKEUP
418,1,10647,11428.2,11431,1,F,57,60,39.3418,49.7835,240,BROKEUP
446,1,11354,11459.8,11466,0,F,110,118,26.6959,21.8438,30,BROKEUP
445,1,11340,11496,11501,0,F,26,121,47.3013,19.6,46,BROKEUP
439,1,11158,11542.3,11543,0,F,35,54,32.5968,44.3495,128,BROKEUP
447,1,11403,11557.8,11564,0,F,103,95,30.4548,45.6653,45,BROKEUP
448,1,11403,11559.9,11564,0,F,111,109,26.2356,27.5589,42,BROKEUP
454,1,11473,11584.1,11585,0,F,125,105,16.9342,29.5534,31,BROKEUP
359,1,9009,22549,11585,2,F,52,31,55.0173,44.0357,825,PARTNER_DIED
442,1,11214,11585.2,11592,1,F,115,6,24.5863,48.9979,104,BROKEUP
425,1,10815,11594.2,11599,1,F,40,58,38.8961,53.6857,233,BROKEUP
443,1,11256,11615.7,11620,1,F,42,100,33.2118,44.5232,125,BROKEUP
452,1,11452,11655.6,11662,0,F,29,108,36.4495,28.1534,52,BROKEUP
457,1,11578,11862.8,11711,0,F,59,36,42.0404,55.0086,47,PARTNER_DIED
459,1,11599,11719.6,11725,0,F,123,60,17.7589,50.589,46,BROKEUP
461,1,11662,11726.8,11732,0,F,110,124,27.4247,17.3945,28,BROKEUP
436,1,11081,11773.4,11774,1,F,15,37,52.948,46.6234,250,BROKEUP
462,1,11676,11781.9,11788,0,F,42,54,33.6721,45.0207,43,BROKEUP
456,1,11536,11845.1,11851,0,F,70,82,40.9739,54.2717,105,BROKEUP
444,1,11312,11875.4,11879,1,F,122,79,19.3315,35.1374,204,BROKEUP
458,1,11599,11879.5,11886,0,F,102,113,32.2,26.0822,92,BROKEUP
421,1,10717,11914.4,11921,0,F,55,107,47.7619,29.6877,420,BROKEUP
441,1,11207,11950.5,11956,1,F,106,41,29.8795,41.95,252,BROKEUP
440,1,11158,11976,11977,0,F,73,77,33.8027,49.3198,286,BROKEUP
453,1,11466,11987.1,11991,1,F,104,118,31.011,23.2822,181,BROKEUP
468,1,11921,11990.8,11991,0,F,29,105,37.3508,30.6658,26,BROKEUP
455,1,11480,12009.8,12012,0,F,30,27,34.0056,45.3702,163,BROKEUP
460,1,11620,12673,12075,1,F,92,58,38.6375,55.009,162,PARTNER_DIED
449,1,11424,12148.8,12152,1,F,48,24,38.0691,36.6565,219,BROKEUP
450,1,11424,12175.3,12180,1,F,34,49,49.0231,53.0625,232,BROKEUP
466,1,11900,12239.3,12243,0,F,117,121,24.0301,21.6329,126,BROKEUP
474,1,12096,12282.8,12285,0,F,123,108,19.2931,29.8603,72,BROKEUP
473,1,12040,12359.7,12362,1,F,127,105,18.7562,31.6822,119,BROKEUP
481,1,12320,12421.3,12425,0,F,34,41,49.6943,43.235,38,BROKEUP
480,1,12264,12426.1,12432,0,F,110,113,29.3425,27.5781,43,BROKEUP
463,1,11690,12443.1,12446,1,F,68,95,52.1278,48.0818,248,BROKEUP
470,1,11984,12465.7,12467,1,F,112,77,27.9425,50.6622,152,BROKEUP
476,1,12236,12509.7,12516,0,F,106,124,31.4137,19.5425,89,BROKEUP
464,1,11725,12581.7,12586,0,F,125,100,19.6767,47.1697,266,BROKEUP
469,1,11921,12580.8,12586,1,F,116,107,25.9863,31.5096,242,BROKEUP
465,1,11816,12588.9,12593,0,F,119,109,24.1452,30.3781,239,BROKEUP
478,1,12243,12618.3,12621,0,F,48,54,39.354,47.3029,122,BROKEUP
477,1,12243,12673.3,12677,0,F,29,37,39.2303,49.0973,131,BROKEUP
491,1,12607,12708.9,12712,0,F,35,77,35.7996,51.3335,29,BROKEUP
492,1,12607,12706.4,12712,0,F,129,124,17.4137,20.0795,41,BROKEUP
471,1,11991,12715,12719,1,F,103,118,33.6192,25.2767,252,BROKEUP
472,1,12019,12726.5,12733,1,F,72,27,43.3849,47.3455,223,BROKEUP
467,1,11900,12752.2,12754,0,F,18,31,43.9441,47.2192,253,BROKEUP
451,1,11445,12775.7,12782,0,F,57,16,43.0432,39.4087,462,BROKEUP
479,1,12243,12794.9,12796,0,F,73,60,36.0465,53.5232,188,BROKEUP
497,1,12726,12805.9,12810,0,F,48,77,39.8718,51.602,24,BROKEUP
488,1,12502,12823,12824,0,F,40,121,42.2522,23.2247,107,BROKEUP
489,1,12579,12828.6,12831,0,F,111,130,29.7069,17.0301,81,BROKEUP
495,1,12677,12831.2,12838,0,F,92,54,40.7279,47.8974,49,BROKEUP
484,1,12348,12846.3,12852,0,F,55,79,50.3126,37.8032,173,BROKEUP
499,1,12768,12848.3,12852,0,F,119,124,24.8548,20.463,45,BROKEUP
493,1,12621,12867.8,12873,1,F,106,95,32.3918,49.2516,80,BROKEUP
487,1,12502,12944.7,12887,0,F,123,49,20.9616,55.0186,128,PARTNER_DIED
501,1,12768,12948.5,12950,1,F,68,132,53.5086,16.4356,85,BROKEUP
507,1,12852,12998.4,12999,0,F,48,118,40.3896,26.0438,44,BROKEUP
426,1,10871,17515.9,13006,2,F,114,69,28.4986,55.006,697,PARTNER_DIED
475,1,12152,13044.9,13048,1,F,23,24,43.091,39.1113,315,BROKEUP
503,1,12803,13041.3,13048,0,F,70,107,44.2533,32.7753,83,BROKEUP
500,1,12768,13049.1,13055,0,F,29,31,40.2659,48.0439,100,BROKEUP
515,1,13034,13094.2,13097,0,F,128,118,18.8521,26.3123,26,BROKEUP
496,1,12726,13115.4,13118,0,F,127,37,20.8274,50.3056,125,BROKEUP
511,1,12978,13155.3,13160,0,F,119,60,25.6986,54.5205,54,BROKEUP
509,1,12915,13162.1,13167,0,F,106,54,33.1973,48.7988,74,BROKEUP
482,1,12327,13176.3,13181,1,F,59,108,46.0678,32.3151,290,BROKEUP
508,1,12887,13180.7,13181,1,F,116,100,27.6164,48.7999,104,BROKEUP
518,1,13069,13175.1,13181,0,F,103,31,34.8849,48.3891,33,BROKEUP
521,1,13139,13184.1,13188,0,F,63,37,54.246,50.4973,16,BROKEUP
483,1,12341,20573.8,13188,2,F,104,67,34.2904,55.0124,283,PARTNER_DIED
520,1,13104,13206.3,13209,0,F,26,107,51.9807,33.2164,32,BROKEUP
504,1,12803,13261.4,13265,1,F,30,109,37.4385,32.2192,151,BROKEUP
506,1,12845,13271.1,13272,0,F,34,130,52.0149,18.2384,160,BROKEUP
505,1,12817,13276.1,13279,0,F,129,77,18.9671,52.8869,146,BROKEUP
434,1,11039,13295.2,13300,2,F,126,120,21.4603,26.0822,826,BROKEUP
530,1,13356,13438.9,13440,0,F,126,108,21.8438,33.0247,22,BROKEUP
514,1,13027,13451.8,13454,1,F,133,124,17.6247,22.1123,175,BROKEUP
523,1,13202,13450.7,13454,1,F,68,100,54.8894,49.5478,69,BROKEUP
524,1,13223,13461.6,13468,0,F,103,107,35.6712,33.926,94,BROKEUP
532,1,13503,13511.1,13517,0,F,133,108,17.7973,33.2356,6,BROKEUP
519,1,13083,13521,13524,1,F,111,24,31.6055,40.4154,167,BROKEUP
510,1,12950,13539.1,13545,1,F,138,27,15.5151,49.5702,166,BROKEUP
517,1,13069,13547.3,13552,0,F,131,132,18.3726,18.0849,183,BROKEUP
531,1,13384,13599,13601,0,F,40,130,44.381,19.1397,68,BROKEUP
528,1,13342,13602.3,13608,0,F,59,120,47.2376,26.926,90,BROKEUP
527,1,13279,13649.4,13650,0,F,55,54,52.4989,50.1221,139,BROKEUP
526,1,13265,13698,13699,0,F,123,31,23.1671,49.8083,133,BROKEUP
513,1,13027,13701.9,13706,1,F,48,79,42.3266,40.1429,232,BROKEUP
502,1,12796,13708.8,13713,0,F,72,16,46.0698,41.9594,278,BROKEUP
512,1,12992,13715.7,13720,0,F,92,95,43.1444,51.5722,247,BROKEUP
486,1,12460,13758.5,13762,1,F,42,105,39.0803,35.5178,410,BROKEUP
516,1,13034,13764.4,13769,1,F,57,121,45.7473,25.8137,232,BROKEUP
494,1,12635,19010.7,13776,2,F,125,6,22.937,55.0006,405,PARTNER_DIED
490,1,12586,13779.6,13783,1,F,122,113,24.5479,31.2795,463,BROKEUP
533,1,13538,13807.3,13811,0,F,70,140,46.3438,16.0904,96,BROKEUP
529,1,13342,13834.1,13839,1,F,102,77,37.5507,54.4211,148,BROKEUP
539,1,13699,13908.7,13909,0,F,127,24,22.9945,41.4702,63,BROKEUP
534,1,13566,13914.5,13916,0,F,29,100,42.6248,50.8136,110,BROKEUP
536,1,13650,13949.4,13951,0,F,116,124,29.726,23.474,107,BROKEUP
543,1,13860,13972.9,13979,1,F,30,142,39.3947,15.5726,48,BROKEUP
537,1,13650,13984.6,13986,1,F,117,132,28.8055,19.274,108,BROKEUP
540,1,13699,14010.6,14014,1,F,112,137,32.1808,16.9918,106,BROKEUP
522,1,13181,14046.4,14049,1,F,110,118,33.7726,28.9205,276,BROKEUP
525,1,13223,14043.8,14049,1,F,26,37,54.2821,52.8562,274,BROKEUP
542,1,13797,14059.5,14063,0,F,104,107,36.6877,35.5562,99,BROKEUP
545,1,13923,14093.9,14098,0,F,122,120,25.411,28.2685,61,BROKEUP
538,1,13685,14100.6,14105,0,F,59,108,48.5993,34.8466,137,BROKEUP
552,1,14000,14136,14140,0,F,29,16,43.2385,43.1293,39,BROKEUP
555,1,14091,14156.3,14161,0,F,40,141,45.9152,16.3397,19,BROKEUP
535,1,13573,14164.7,14168,0,F,35,27,39.7886,51.277,188,BROKEUP
553,1,14007,14166.7,14168,0,F,72,95,47.3164,52.7996,58,BROKEUP
498,1,12754,14222.4,14224,1,F,18,41,47.9715,48.1637,507,BROKEUP
544,1,13895,14270.2,14273,0,F,126,130,24.126,20.9808,126,BROKEUP
565,1,14301,14312.8,14315,0,F,112,132,33.0055,20.1753,3,BROKEUP
558,1,14147,14316.8,14322,0,F,110,121,34.5205,27.3288,59,BROKEUP
549,1,13965,14322.8,14329,1,F,134,24,19.0247,42.6209,118,BROKEUP
541,1,13776,14411,14413,1,F,139,105,17.7973,37.3014,239,BROKEUP
556,1,14133,14431.4,14434,0,F,127,31,24.4329,51.822,110,BROKEUP
567,1,14392,14442,14448,0,F,110,37,34.8658,53.9494,22,BROKEUP
551,1,13986,14479.6,14483,1,F,129,100,22.2658,52.367,153,BROKEUP
564,1,14266,14509.9,14511,0,F,119,124,29.4,25.0082,71,BROKEUP
547,1,13937,14548.9,14553,0,F,42,54,41.2475,52.596,211,BROKEUP
561,1,14175,14619.8,14560,1,F,55,108,55.0112,36.0932,131,PARTNER_DIED
554,1,14035,14582.9,14588,1,F,133,137,20.7315,18.5644,164,BROKEUP
559,1,14161,14587.9,14588,0,F,30,113,41.0632,33.4849,134,BROKEUP
